timestamp,source_ip,destination_ip,destination_port,attack_type,severity,alert
2025-04-07 14:12:27.193901,225.64.146.176,10.0.0.4,53,SSH Brute Force,Low,True
2025-04-06 10:38:04.193901,240.221.138.54,10.0.0.4,3389,SSH Brute Force,Low,True
2025-04-08 01:34:14.193901,89.193.138.194,10.0.0.4,22,SSH Brute Force,High,True
2025-04-08 21:06:25.193901,37.23.152.98,10.0.0.4,21,SSH Brute Force,Medium,True
2025-04-08 12:43:14.193901,87.21.7.137,10.0.0.4,53,SSH Brute Force,High,True
2025-04-07 07:12:58.193901,10.72.169.102,10.0.0.4,8080,SSH Brute Force,Medium,True
2025-04-07 14:07:11.193901,254.70.167.205,10.0.0.4,3389,SSH Brute Force,Critical,True
2025-04-06 18:01:39.193901,20.110.159.158,10.0.0.4,53,SSH Brute Force,Low,True
2025-04-08 04:12:55.193901,127.170.106.36,10.0.0.4,80,SSH Brute Force,Critical,True
2025-04-07 13:29:13.193901,6.13.184.190,10.0.0.4,53,SSH Brute Force,High,True
2025-04-06 11:12:05.193901,165.102.218.242,10.0.0.4,21,SSH Brute Force,Medium,True
2025-04-06 10:17:39.193901,156.15.141.14,10.0.0.4,8080,SSH Brute Force,Critical,True
2025-04-09 03:57:18.193901,111.186.161.177,10.0.0.4,53,SSH Brute Force,Critical,True
2025-04-08 21:56:11.193901,34.102.141.169,10.0.0.4,443,SSH Brute Force,Critical,True
2025-04-09 02:50:51.193901,12.151.242.197,10.0.0.4,443,SSH Brute Force,Low,True
2025-04-07 02:21:39.193901,197.139.14.202,10.0.0.4,8080,SSH Brute Force,Medium,True
2025-04-07 17:12:56.193901,134.28.198.127,10.0.0.4,3389,SSH Brute Force,Medium,True
2025-04-06 19:41:36.193901,189.184.228.194,10.0.0.4,443,SSH Brute Force,Critical,True
2025-04-07 00:17:16.193901,175.68.35.147,10.0.0.4,443,SSH Brute Force,High,True
2025-04-06 19:27:17.193901,65.151.78.145,10.0.0.4,80,SSH Brute Force,Low,True
2025-04-07 00:30:37.193901,81.237.83.70,10.0.0.4,443,SSH Brute Force,High,True
2025-04-09 03:44:54.193901,66.188.147.11,10.0.0.4,22,SSH Brute Force,Critical,True
2025-04-07 03:16:51.193901,76.12.89.125,10.0.0.4,53,SSH Brute Force,High,True
2025-04-08 06:06:41.193901,128.187.1.198,10.0.0.4,80,SSH Brute Force,Low,True
2025-04-08 15:54:08.193901,231.195.242.193,10.0.0.4,22,SSH Brute Force,Low,True
2025-04-06 07:53:14.193901,35.22.37.124,10.0.0.4,22,SSH Brute Force,Critical,True
2025-04-07 06:38:07.193901,88.29.154.141,10.0.0.4,443,SSH Brute Force,Critical,True
2025-04-07 05:32:21.193901,222.156.7.158,10.0.0.4,8080,SSH Brute Force,Critical,True
2025-04-07 14:03:46.193901,105.6.85.41,10.0.0.4,21,SSH Brute Force,Low,True
2025-04-08 14:36:08.193901,151.110.136.132,10.0.0.4,21,SSH Brute Force,Critical,True
2025-04-06 23:27:14.193901,193.214.31.248,10.0.0.4,21,SSH Brute Force,Critical,True
2025-04-07 06:48:36.193901,106.18.200.1,10.0.0.4,3389,SSH Brute Force,Low,True
2025-04-07 14:29:12.193901,217.139.71.255,10.0.0.4,443,SSH Brute Force,Low,True
2025-04-07 04:13:47.193901,158.156.213.15,10.0.0.4,3389,SSH Brute Force,Medium,True
2025-04-08 22:10:48.193901,205.36.207.144,10.0.0.4,53,SSH Brute Force,High,True
2025-04-06 20:58:50.193901,150.155.152.68,10.0.0.4,21,SSH Brute Force,Medium,True
2025-04-07 10:39:35.193901,79.184.23.195,10.0.0.4,443,SSH Brute Force,Low,True
2025-04-07 21:03:06.193901,132.32.18.215,10.0.0.4,3389,SSH Brute Force,High,True
2025-04-08 23:11:04.193901,155.116.135.46,10.0.0.4,80,SSH Brute Force,Low,True
2025-04-07 05:21:08.193901,210.164.173.37,10.0.0.4,53,SSH Brute Force,High,True
2025-04-06 17:21:39.193901,93.59.40.254,10.0.0.4,8080,SSH Brute Force,High,True
2025-04-07 04:27:49.193901,176.117.37.30,10.0.0.4,80,SSH Brute Force,Medium,True
2025-04-08 11:36:57.193901,177.249.235.164,10.0.0.4,3389,SSH Brute Force,High,True
2025-04-07 12:02:23.193901,28.128.101.87,10.0.0.4,443,SSH Brute Force,Low,True
2025-04-06 16:37:00.193901,129.41.60.115,10.0.0.4,80,SSH Brute Force,Medium,True
2025-04-07 08:07:31.193901,207.95.237.113,10.0.0.4,80,SSH Brute Force,Medium,True
2025-04-08 03:37:37.193901,242.251.61.176,10.0.0.4,8080,SSH Brute Force,Low,True
2025-04-07 02:43:46.193901,9.136.38.116,10.0.0.4,3389,SSH Brute Force,Critical,True
2025-04-06 19:54:15.193901,18.211.172.51,10.0.0.4,22,SSH Brute Force,High,True
2025-04-07 00:52:23.193901,79.69.140.49,10.0.0.4,22,SSH Brute Force,Critical,True
2025-04-07 19:15:50.193901,112.245.47.200,10.0.0.4,3389,SSH Brute Force,Low,True
2025-04-06 18:17:25.193901,180.182.14.240,10.0.0.4,8080,SSH Brute Force,Medium,True
2025-04-07 07:08:41.193901,158.103.80.21,10.0.0.4,21,SSH Brute Force,Critical,True
2025-04-08 18:59:09.193901,73.42.83.140,10.0.0.4,80,SSH Brute Force,Medium,True
2025-04-07 07:03:01.193901,162.66.231.186,10.0.0.4,22,SSH Brute Force,Medium,True
2025-04-08 02:37:21.193901,212.249.117.151,10.0.0.4,80,SSH Brute Force,Medium,True
2025-04-06 07:47:38.193901,146.42.236.204,10.0.0.4,8080,SSH Brute Force,Critical,True
2025-04-07 00:29:48.193901,222.247.61.14,10.0.0.4,80,SSH Brute Force,Critical,True
2025-04-07 10:08:42.193901,254.64.240.213,10.0.0.4,22,SSH Brute Force,High,True
2025-04-08 20:58:59.193901,197.190.171.32,10.0.0.4,3389,SSH Brute Force,High,True
2025-04-07 21:18:34.193901,234.206.16.177,10.0.0.4,21,SSH Brute Force,Low,True
2025-04-07 07:31:07.193901,68.77.14.91,10.0.0.4,8080,SSH Brute Force,Medium,True
2025-04-06 23:50:08.193901,135.199.21.152,10.0.0.4,80,SSH Brute Force,Low,True
2025-04-08 10:21:37.193901,130.55.181.31,10.0.0.4,3389,SSH Brute Force,Low,True
2025-04-07 15:30:18.193901,187.207.166.126,10.0.0.4,3389,SSH Brute Force,Medium,True
2025-04-06 06:42:58.193901,218.30.165.19,10.0.0.4,22,SSH Brute Force,Low,True
2025-04-07 17:17:02.193901,128.173.27.186,10.0.0.4,21,SSH Brute Force,Medium,True
2025-04-07 13:53:24.193901,189.95.149.191,10.0.0.4,22,SSH Brute Force,Low,True
2025-04-08 07:08:39.193901,247.58.172.75,10.0.0.4,8080,SSH Brute Force,Critical,True
2025-04-07 17:32:56.193901,150.79.161.188,10.0.0.4,80,SSH Brute Force,Low,True
2025-04-08 13:52:42.193901,159.93.234.240,10.0.0.4,443,SSH Brute Force,Low,True
2025-04-07 04:55:29.193901,10.58.255.121,10.0.0.4,21,SSH Brute Force,Critical,True
2025-04-07 06:38:59.193901,80.217.196.200,10.0.0.4,8080,SSH Brute Force,Low,True
2025-04-08 01:08:23.193901,205.202.24.196,10.0.0.4,443,SSH Brute Force,Low,True
2025-04-06 21:31:35.193901,139.67.162.82,10.0.0.4,80,SSH Brute Force,Critical,True
2025-04-08 13:26:07.193901,8.15.134.146,10.0.0.4,21,SSH Brute Force,Critical,True
2025-04-09 03:12:02.193901,255.232.4.250,10.0.0.4,21,SSH Brute Force,Critical,True
2025-04-07 07:32:41.193901,170.18.99.45,10.0.0.4,3389,SSH Brute Force,Medium,True
2025-04-07 17:29:17.193901,101.86.175.51,10.0.0.4,53,SSH Brute Force,High,True
2025-04-06 22:23:31.193901,38.77.113.135,10.0.0.4,443,SSH Brute Force,Critical,True
2025-04-08 00:28:26.193901,164.228.139.125,10.0.0.4,21,SSH Brute Force,High,True
2025-04-08 13:32:50.193901,188.179.240.243,10.0.0.4,53,SSH Brute Force,High,True
2025-04-08 06:14:49.193901,172.116.195.192,10.0.0.4,443,SSH Brute Force,Low,True
2025-04-07 05:44:22.193901,62.167.102.23,10.0.0.4,443,SSH Brute Force,Low,True
2025-04-06 17:15:32.193901,4.120.23.46,10.0.0.4,3389,SSH Brute Force,Critical,True
2025-04-07 11:56:08.193901,96.94.44.105,10.0.0.4,80,SSH Brute Force,Low,True
2025-04-08 07:56:53.193901,157.160.30.148,10.0.0.4,21,SSH Brute Force,Medium,True
2025-04-07 21:41:17.193901,28.191.106.120,10.0.0.4,3389,SSH Brute Force,Critical,True
2025-04-07 23:58:43.193901,2.90.4.255,10.0.0.4,21,SSH Brute Force,Critical,True
2025-04-08 20:11:33.193901,192.69.6.146,10.0.0.4,443,SSH Brute Force,High,True
2025-04-07 13:38:18.193901,147.255.83.204,10.0.0.4,8080,SSH Brute Force,Critical,True
2025-04-07 02:04:08.193901,199.254.142.16,10.0.0.4,22,SSH Brute Force,Low,True
2025-04-06 20:35:14.193901,86.99.87.223,10.0.0.4,53,SSH Brute Force,Critical,True
2025-04-06 08:33:52.193901,179.152.61.244,10.0.0.4,3389,SSH Brute Force,Medium,True
2025-04-07 08:10:40.193901,93.109.97.210,10.0.0.4,8080,SSH Brute Force,Medium,True
2025-04-06 08:48:58.193901,62.28.182.161,10.0.0.4,22,SSH Brute Force,Critical,True
2025-04-07 17:59:20.193901,26.17.29.7,10.0.0.4,53,SSH Brute Force,Low,True
2025-04-07 00:44:02.193901,5.123.96.24,10.0.0.4,21,SSH Brute Force,Medium,True
2025-04-08 18:06:13.193901,31.207.201.92,10.0.0.4,443,SSH Brute Force,High,True
2025-04-07 17:41:30.193901,35.52.94.100,10.0.0.4,22,SSH Brute Force,High,True
2025-04-07 12:14:19.193901,201.216.35.13,10.0.0.4,443,SSH Brute Force,Low,True
2025-04-07 14:47:23.193901,72.141.221.70,10.0.0.4,3389,SSH Brute Force,High,True
2025-04-07 22:37:54.193901,28.243.255.241,10.0.0.4,8080,SSH Brute Force,High,True
2025-04-08 03:47:12.193901,27.144.214.198,10.0.0.4,21,SSH Brute Force,High,True
2025-04-07 22:50:45.193901,11.122.2.89,10.0.0.4,8080,SSH Brute Force,Medium,True
2025-04-06 19:29:21.193901,49.25.227.21,10.0.0.4,80,SSH Brute Force,Critical,True
2025-04-07 20:11:02.193901,217.145.162.254,10.0.0.4,443,SSH Brute Force,Medium,True
2025-04-08 14:29:36.193901,21.131.141.183,10.0.0.4,21,SSH Brute Force,Low,True
2025-04-09 00:45:58.193901,87.212.65.128,10.0.0.4,8080,SSH Brute Force,Critical,True
2025-04-07 11:24:27.193901,82.213.213.54,10.0.0.4,53,SSH Brute Force,High,True
2025-04-06 20:02:17.193901,109.115.123.3,10.0.0.4,21,SSH Brute Force,Medium,True
2025-04-09 02:18:30.193901,237.75.120.229,10.0.0.4,21,SSH Brute Force,Critical,True
2025-04-06 07:51:25.193901,133.215.79.119,10.0.0.4,21,SSH Brute Force,High,True
2025-04-08 09:54:46.193901,198.193.43.153,10.0.0.4,3389,SSH Brute Force,High,True
2025-04-06 06:35:31.193901,20.11.249.203,10.0.0.4,53,SSH Brute Force,Critical,True
2025-04-08 05:32:54.193901,189.171.67.247,10.0.0.4,22,SSH Brute Force,Medium,True
2025-04-06 10:01:49.193901,137.97.81.251,10.0.0.4,443,SSH Brute Force,Medium,True
2025-04-09 02:25:58.193901,240.197.207.78,10.0.0.4,80,SSH Brute Force,Medium,True
2025-04-09 04:20:09.193901,37.190.182.170,10.0.0.4,80,SSH Brute Force,High,True
2025-04-07 19:07:11.193901,55.7.5.96,10.0.0.4,53,SSH Brute Force,Critical,True
2025-04-06 08:13:23.193901,27.113.200.222,10.0.0.4,22,SSH Brute Force,Medium,True
2025-04-07 17:39:08.193901,107.163.35.148,10.0.0.4,22,SSH Brute Force,High,True
2025-04-06 07:15:37.193901,216.220.186.162,10.0.0.4,22,SSH Brute Force,Low,True
2025-04-07 03:13:17.193901,232.242.229.228,10.0.0.4,8080,SSH Brute Force,Critical,True
2025-04-07 00:04:26.193901,3.185.113.48,10.0.0.4,22,SSH Brute Force,Low,True
2025-04-07 13:03:26.193901,231.39.103.87,10.0.0.4,53,SSH Brute Force,Critical,True
2025-04-08 18:48:21.193901,156.243.202.247,10.0.0.4,22,SSH Brute Force,Low,True
2025-04-07 13:10:04.193901,141.24.50.40,10.0.0.4,3389,SSH Brute Force,Medium,True
2025-04-07 00:01:16.193901,236.1.130.156,10.0.0.4,80,SSH Brute Force,High,True
2025-04-07 21:09:36.193901,159.230.108.102,10.0.0.4,53,SSH Brute Force,High,True
2025-04-07 07:17:26.193901,196.87.242.193,10.0.0.4,8080,SSH Brute Force,Medium,True
2025-04-09 04:13:03.193901,245.164.26.7,10.0.0.4,22,SSH Brute Force,High,True
2025-04-08 11:54:03.193901,111.14.108.236,10.0.0.4,443,SSH Brute Force,Medium,True
2025-04-06 08:02:01.193901,190.182.164.120,10.0.0.4,443,SSH Brute Force,High,True
2025-04-08 22:03:25.193901,242.35.109.79,10.0.0.4,443,SSH Brute Force,High,True
2025-04-07 01:04:47.193901,87.7.192.156,10.0.0.4,443,SSH Brute Force,Medium,True
2025-04-08 05:45:26.193901,253.136.25.22,10.0.0.4,80,SSH Brute Force,Critical,True
2025-04-08 10:07:18.193901,236.133.56.237,10.0.0.4,3389,SSH Brute Force,Low,True
2025-04-08 19:12:18.193901,75.89.197.114,10.0.0.4,3389,SSH Brute Force,Medium,True
2025-04-08 07:59:48.193901,210.134.253.85,10.0.0.4,53,SSH Brute Force,Critical,True
2025-04-08 17:04:34.193901,139.146.44.7,10.0.0.4,443,SSH Brute Force,Low,True
2025-04-08 20:36:20.193901,229.45.173.36,10.0.0.4,443,SSH Brute Force,Critical,True
2025-04-08 05:20:06.193901,166.230.171.230,10.0.0.4,80,SSH Brute Force,Critical,True
2025-04-08 21:55:45.193901,170.85.156.3,10.0.0.4,53,SSH Brute Force,Low,True
2025-04-07 10:55:07.193901,228.183.28.254,10.0.0.4,53,SSH Brute Force,Critical,True
2025-04-06 11:05:58.193901,69.100.183.210,10.0.0.4,80,SSH Brute Force,High,True
2025-04-07 15:20:00.193901,202.43.228.161,10.0.0.4,21,SSH Brute Force,High,True
2025-04-08 02:53:49.193901,72.222.217.15,10.0.0.4,3389,SSH Brute Force,High,True
2025-04-08 13:58:11.193901,82.18.115.173,10.0.0.4,8080,SSH Brute Force,Critical,True
2025-04-08 22:40:42.193901,100.229.7.139,10.0.0.4,53,SSH Brute Force,Critical,True
2025-04-07 07:17:27.193901,214.160.101.225,10.0.0.4,53,SSH Brute Force,High,True
2025-04-07 03:12:07.193901,15.10.157.128,10.0.0.4,8080,SSH Brute Force,Critical,True
2025-04-09 04:42:23.193901,9.188.148.153,10.0.0.4,22,SSH Brute Force,Medium,True
2025-04-08 13:53:55.193901,231.226.11.30,10.0.0.4,8080,SSH Brute Force,Low,True
2025-04-06 14:48:32.193901,245.68.68.197,10.0.0.4,443,SSH Brute Force,Low,True
2025-04-08 06:57:30.193901,32.255.126.29,10.0.0.4,80,SSH Brute Force,Low,True
2025-04-08 16:25:16.193901,177.20.163.211,10.0.0.4,443,SSH Brute Force,Critical,True
2025-04-07 04:53:12.193901,204.55.109.91,10.0.0.4,443,SSH Brute Force,High,True
2025-04-08 16:41:10.193901,242.66.226.200,10.0.0.4,3389,SSH Brute Force,Low,True
2025-04-08 17:57:27.193901,103.24.92.111,10.0.0.4,8080,SSH Brute Force,High,True
2025-04-07 03:31:49.193901,249.77.151.47,10.0.0.4,21,SSH Brute Force,Medium,True
2025-04-07 21:51:27.193901,153.204.217.78,10.0.0.4,22,SSH Brute Force,Critical,True
2025-04-08 11:30:17.193901,6.90.29.10,10.0.0.4,80,SSH Brute Force,Critical,True
2025-04-08 01:29:33.193901,146.242.10.97,10.0.0.4,22,SSH Brute Force,Critical,True
2025-04-08 23:45:27.193901,231.134.214.117,10.0.0.4,8080,SSH Brute Force,High,True
2025-04-06 10:16:07.193901,160.175.156.104,10.0.0.4,8080,SSH Brute Force,Critical,True
2025-04-06 07:28:34.193901,219.76.137.185,10.0.0.4,443,SSH Brute Force,Low,True
2025-04-07 10:06:41.193901,79.156.88.40,10.0.0.4,21,SSH Brute Force,Low,True
2025-04-07 15:56:49.193901,20.166.142.142,10.0.0.4,8080,SSH Brute Force,Critical,True
2025-04-06 07:41:23.193901,23.17.130.165,10.0.0.4,8080,SSH Brute Force,Critical,True
2025-04-07 19:51:38.193901,55.236.174.246,10.0.0.4,8080,SSH Brute Force,Critical,True
2025-04-08 07:05:47.193901,122.20.16.151,10.0.0.4,22,SSH Brute Force,Critical,True
2025-04-08 16:44:18.193901,87.236.149.3,10.0.0.4,21,SSH Brute Force,High,True
2025-04-08 13:27:26.193901,252.26.158.77,10.0.0.4,443,SSH Brute Force,Medium,True
2025-04-07 21:51:40.193901,218.66.66.32,10.0.0.4,53,SSH Brute Force,Low,True
2025-04-06 13:34:20.193901,165.192.254.97,10.0.0.4,22,SSH Brute Force,High,True
2025-04-08 09:17:24.193901,62.77.223.133,10.0.0.4,3389,SSH Brute Force,Low,True
2025-04-08 09:10:53.193901,219.245.142.65,10.0.0.4,8080,SSH Brute Force,Critical,True
2025-04-07 14:49:30.193901,135.12.177.119,10.0.0.4,22,SSH Brute Force,Critical,True
2025-04-06 18:35:26.193901,102.155.215.65,10.0.0.4,22,SSH Brute Force,Low,True
2025-04-08 22:07:49.193901,175.187.223.66,10.0.0.4,8080,SSH Brute Force,Medium,True
2025-04-07 23:23:38.193901,247.202.177.187,10.0.0.4,3389,SSH Brute Force,Medium,True
2025-04-07 06:50:11.193901,87.216.65.92,10.0.0.4,8080,SSH Brute Force,Low,True
2025-04-06 14:34:46.193901,146.44.210.183,10.0.0.4,443,SSH Brute Force,Low,True
2025-04-07 04:27:48.193901,148.232.228.52,10.0.0.4,53,SSH Brute Force,Medium,True
2025-04-08 02:43:54.193901,238.121.120.185,10.0.0.4,80,SSH Brute Force,Critical,True
2025-04-06 17:09:23.193901,111.37.210.91,10.0.0.4,21,SSH Brute Force,Critical,True
2025-04-07 16:32:08.193901,243.92.172.243,10.0.0.4,53,SSH Brute Force,High,True
2025-04-08 05:38:35.193901,221.85.36.195,10.0.0.4,22,SSH Brute Force,Critical,True
2025-04-06 17:18:40.193901,43.161.145.153,10.0.0.4,53,SSH Brute Force,Low,True
2025-04-06 15:37:32.193901,148.183.114.188,10.0.0.4,21,SSH Brute Force,Medium,True
2025-04-06 04:54:14.193901,21.210.82.140,10.0.0.4,22,SSH Brute Force,Critical,True
2025-04-06 11:49:20.193901,119.222.199.193,10.0.0.4,21,SSH Brute Force,Low,True
2025-04-08 05:28:36.193901,81.133.95.244,10.0.0.4,22,SSH Brute Force,High,True
2025-04-07 02:53:23.193901,92.24.32.38,10.0.0.4,53,SSH Brute Force,High,True
2025-04-09 02:24:14.193901,156.249.52.172,10.0.0.4,8080,SSH Brute Force,Medium,True
2025-04-06 13:51:37.193901,160.19.181.4,10.0.0.4,3389,SSH Brute Force,Critical,True
2025-04-08 20:11:41.193901,8.49.9.161,10.0.0.4,22,SSH Brute Force,High,True
2025-04-06 13:28:31.193901,206.54.159.164,10.0.0.4,8080,SSH Brute Force,Low,True
2025-04-06 07:16:47.193901,29.215.115.92,10.0.0.4,443,SSH Brute Force,High,True
2025-04-07 11:04:22.193901,252.195.252.129,10.0.0.4,21,SSH Brute Force,Critical,True
2025-04-08 04:10:18.193901,37.48.139.118,10.0.0.4,3389,SSH Brute Force,Low,True
2025-04-08 00:06:31.193901,187.239.18.119,10.0.0.4,21,SSH Brute Force,Critical,True
2025-04-07 22:57:34.193901,52.144.25.170,10.0.0.4,443,SSH Brute Force,Low,True
2025-04-06 16:40:29.193901,127.169.175.65,10.0.0.4,53,SSH Brute Force,Medium,True
2025-04-06 13:32:32.193901,98.244.37.143,10.0.0.4,21,SSH Brute Force,Medium,True
2025-04-06 20:29:47.193901,170.36.42.131,10.0.0.4,53,SSH Brute Force,Medium,True
2025-04-08 22:30:57.193901,117.237.152.170,10.0.0.4,8080,SSH Brute Force,Medium,True
2025-04-08 02:01:10.193901,177.100.103.42,10.0.0.4,22,SSH Brute Force,Critical,True
2025-04-08 19:15:43.193901,246.221.252.109,10.0.0.4,21,SSH Brute Force,High,True
2025-04-08 19:34:35.193901,138.26.227.206,10.0.0.4,8080,SSH Brute Force,Low,True
2025-04-06 17:12:50.193901,120.160.110.60,10.0.0.4,3389,SSH Brute Force,Low,True
2025-04-06 08:01:54.193901,1.103.43.213,10.0.0.4,443,SSH Brute Force,Critical,True
2025-04-08 12:33:54.193901,79.40.239.136,10.0.0.4,8080,SSH Brute Force,Critical,True
2025-04-07 21:29:49.193901,83.136.90.44,10.0.0.4,22,SSH Brute Force,High,True
2025-04-08 02:54:35.193901,160.193.207.124,10.0.0.4,80,SSH Brute Force,Critical,True
2025-04-07 04:42:10.193901,13.48.196.113,10.0.0.4,53,SSH Brute Force,High,True
2025-04-06 05:51:33.193901,5.160.191.173,10.0.0.4,53,SSH Brute Force,High,True
2025-04-07 00:39:47.193901,218.207.54.128,10.0.0.4,53,SSH Brute Force,Low,True
2025-04-06 20:20:11.193901,33.104.126.46,10.0.0.4,443,SSH Brute Force,High,True
2025-04-06 11:31:17.193901,2.95.132.187,10.0.0.4,443,SSH Brute Force,Medium,True
2025-04-08 10:03:46.193901,124.73.14.181,10.0.0.4,22,SSH Brute Force,Low,True
2025-04-08 08:31:24.193901,242.18.153.80,10.0.0.4,22,SSH Brute Force,Low,True
2025-04-07 22:20:25.193901,199.218.16.2,10.0.0.4,3389,SSH Brute Force,Low,True
2025-04-07 06:51:46.193901,115.157.209.4,10.0.0.4,80,SSH Brute Force,Low,True
2025-04-07 05:38:24.193901,152.188.255.226,10.0.0.4,21,SSH Brute Force,Medium,True
2025-04-07 13:51:16.193901,94.194.36.14,10.0.0.4,3389,SSH Brute Force,Low,True
2025-04-07 01:37:41.193901,148.178.176.150,10.0.0.4,3389,SSH Brute Force,Critical,True
2025-04-07 11:18:35.193901,85.158.138.196,10.0.0.4,3389,SSH Brute Force,High,True
2025-04-07 05:39:42.193901,234.17.254.132,10.0.0.4,80,SSH Brute Force,Low,True
2025-04-07 21:09:52.193901,201.255.143.233,10.0.0.4,21,SSH Brute Force,Critical,True
